shipment_id,origin,destination,carrier,shipment_date,expected_delivery,actual_delivery,status,priority,delay_hours,reason,shipment_mode,cargo_type,weight_kg,distance_km,weather_condition,customs_status,port_congestion,carrier_performance_score,customer_impact,exception_type
SHP-1133,Bengaluru,Toronto,Carrier-X,2026-08-09,2026-08-16,2026-08-16,Delivered,Normal,0,On schedule,Road,Machinery,2579.75,2039,Clear,Cleared,Low,68.7,None,NONE
SHP-1134,Ahmedabad,Singapore,Maersk,2026-02-06,2026-02-14,2026-02-14,Delivered,Low,0,On schedule,Rail,Pharmaceuticals,4322.18,7150,Clear,Cleared,Low,65.7,None,NONE
SHP-1135,Bengaluru,Toronto,UPS,2026-07-15,2026-07-17,2026-07-20,Exception,Normal,83,Missorted shipment,Road,Pharmaceuticals,459.34,6742,Extreme Heat,Under Review,Medium,76.7,High,MISROUTED_SHIPMENT
SHP-1136,Chennai,Frankfurt,UPS,2026-01-13,2026-01-21,2026-01-21,Delayed,Normal,22,Weather disruption,Road,Electronics,678.34,4633,Clear,Under Review,Low,86.3,Medium,MINOR_DELAY
SHP-1137,Pune,Toronto,DHL,2026-05-26,2026-06-01,2026-06-01,Delivered,Normal,0,On schedule,Rail,Electronics,376.92,8561,Clear,Cleared,Low,74.4,None,NONE
SHP-1138,Hyderabad,Paris,Carrier-X,2026-01-25,2026-02-04,2026-02-05,Delayed,Normal,33,Customs clearance,Air,Pharmaceuticals,2012.92,959,Rain,Pending,Low,56.9,High,CUSTOMS_DELAY
SHP-1139,Bengaluru,Toronto,BlueDart,2026-06-05,2026-06-12,2026-06-12,Delivered,High,0,On schedule,Rail,Pharmaceuticals,820.89,10400,Clear,Cleared,Low,86.8,None,NONE
SHP-1140,Hyderabad,Paris,Maersk,2026-05-25,2026-06-02,2026-06-03,Delayed,Normal,35,Customs clearance,Rail,Machinery,2922.67,13354,Clear,Pending,High,93.6,High,CUSTOMS_DELAY
SHP-1141,Mumbai,Paris,BlueDart,2026-07-20,2026-07-28,2026-07-28,Delayed,Critical,9,Weather disruption,Road,Machinery,747.4,11453,Fog,Under Review,Low,65.4,Low,MINOR_DELAY
SHP-1142,Delhi,Frankfurt,DHL,2026-04-18,2026-04-23,2026-04-26,Delayed,Normal,76,Documentation issue,Rail,Textiles,2808.82,11149,Fog,Cleared,Medium,75.6,High,DELIVERY_DELAY
SHP-1143,Pune,Toronto,FedEx,2026-03-29,2026-04-08,2026-04-10,Delayed,Normal,57,Documentation issue,Rail,Food,1499.51,5176,Storm,Cleared,Medium,88.2,High,DELIVERY_DELAY
SHP-1144,Chennai,Sydney,Maersk,2026-05-24,2026-06-03,2026-06-04,Delayed,Critical,29,Customs clearance,Rail,Textiles,1904.67,6764,Fog,Pending,Low,90.2,High,CUSTOMS_DELAY
SHP-1145,Bengaluru,New York,DHL,2026-01-21,2026-01-27,2026-01-27,Delivered,Normal,0,On schedule,Road,Machinery,3739.22,3805,Clear,Cleared,Low,63.7,None,NONE
SHP-1146,Hyderabad,Amsterdam,Carrier-X,2026-01-28,2026-02-05,2026-02-05,Delayed,Normal,9,Carrier delay,Road,Pharmaceuticals,1658.17,8039,Clear,Cleared,Low,59.3,Low,MINOR_DELAY
SHP-1147,Bengaluru,Dubai,UPS,2026-06-17,2026-06-23,2026-06-25,Delayed,Critical,71,Carrier delay,Sea,Automotive,3233.03,12894,Storm,Cleared,Medium,58.8,Medium,CARRIER_DELAY
SHP-1148,Chennai,Amsterdam,Carrier-X,2026-04-17,2026-04-19,2026-04-19,Delivered,High,0,On schedule,Air,Pharmaceuticals,4985.89,6804,Clear,Cleared,Low,88.9,None,NONE
SHP-1149,Bengaluru,New York,DHL,2026-05-26,2026-06-05,2026-06-07,Delayed,Normal,54,Port congestion,Air,Textiles,2474.62,2498,Fog,Under Review,High,91.6,High,PORT_CONGESTION
SHP-1150,Ahmedabad,New York,FedEx,2026-02-11,2026-02-19,2026-02-19,Delayed,High,7,Carrier delay,Air,Textiles,4136.68,8742,Rain,Under Review,Low,69.1,Medium,MINOR_DELAY
SHP-1151,Pune,Singapore,FedEx,2026-03-24,2026-04-01,2026-04-01,Delivered,Critical,0,On schedule,Sea,Automotive,1185.25,12649,Clear,Cleared,Low,66.5,None,NONE
SHP-1152,Kolkata,New York,UPS,2026-06-17,2026-06-20,2026-06-20,Delivered,Normal,0,On schedule,Air,Textiles,2332.32,2916,Clear,Cleared,Low,72.4,None,NONE
SHP-1153,Hyderabad,Singapore,Carrier-X,2026-06-07,2026-06-14,2026-06-17,Delayed,Normal,73,Port congestion,Road,Textiles,2085.07,9298,Fog,Under Review,High,94.3,Medium,PORT_CONGESTION
SHP-1154,Chennai,Frankfurt,Carrier-X,2026-04-25,2026-04-28,2026-04-28,Delivered,Normal,0,On schedule,Air,Food,318.17,9272,Clear,Cleared,Low,93.8,None,NONE
SHP-1155,Chennai,Paris,UPS,2026-03-25,2026-03-30,2026-03-30,Delivered,High,0,On schedule,Sea,Pharmaceuticals,3587.42,8308,Clear,Cleared,Low,58.9,None,NONE
SHP-1156,Ahmedabad,Dubai,BlueDart,2026-04-17,2026-04-26,2026-04-26,Delivered,Normal,0,On schedule,Sea,Food,3367.11,5349,Clear,Cleared,Low,86.1,None,NONE
SHP-1157,Pune,New York,DHL,2026-01-19,2026-01-22,2026-01-22,Delivered,Low,0,On schedule,Sea,Food,2710.41,1287,Clear,Cleared,Low,95.2,None,NONE
SHP-1158,Delhi,Sydney,DHL,2026-02-16,2026-02-25,2026-02-27,Delayed,High,58,Customs clearance,Road,Automotive,4349.41,6484,Extreme Heat,Pending,Medium,71.2,High,CUSTOMS_DELAY
SHP-1159,Bengaluru,Toronto,DHL,2026-04-11,2026-04-19,2026-04-21,Delayed,Normal,52,Carrier delay,Sea,Food,2664.35,13789,Fog,Under Review,High,64.9,Medium,DELIVERY_DELAY
SHP-1160,Ahmedabad,Toronto,FedEx,2026-07-05,2026-07-13,2026-07-13,Delivered,High,0,On schedule,Road,Pharmaceuticals,3078.47,14779,Clear,Cleared,Low,93.2,None,NONE
SHP-1161,Chennai,Frankfurt,DHL,2026-01-09,2026-01-19,2026-01-20,Delayed,Normal,30,Carrier delay,Air,Food,1094.17,14451,Rain,Under Review,High,88.4,Medium,DELIVERY_DELAY
SHP-1162,Bengaluru,Amsterdam,Maersk,2026-07-07,2026-07-12,2026-07-12,Delayed,Normal,23,Documentation issue,Sea,Chemicals,2073.67,4808,Fog,Under Review,Low,57.6,Low,MINOR_DELAY
SHP-1163,Bengaluru,Tokyo,UPS,2026-03-30,2026-04-07,2026-04-10,Delayed,Critical,91,Mechanical issue,Rail,Electronics,927.56,9113,Storm,Under Review,Medium,75.4,High,DELIVERY_DELAY
SHP-1164,Chennai,New York,Carrier-X,2026-04-29,2026-05-04,2026-05-04,Delayed,High,15,Weather disruption,Sea,Chemicals,1658.01,1595,Storm,Under Review,Low,94.7,Low,MINOR_DELAY
SHP-1165,Kolkata,Singapore,UPS,2026-03-10,2026-03-17,2026-03-17,Delayed,Normal,3,Carrier delay,Sea,Electronics,1522.91,551,Rain,Cleared,Medium,64.1,Low,MINOR_DELAY
SHP-1166,Chennai,Singapore,Carrier-X,2026-06-28,2026-07-03,2026-07-03,Delivered,Normal,0,On schedule,Rail,Pharmaceuticals,2764.88,13006,Clear,Cleared,Low,67.2,None,NONE
SHP-1167,Ahmedabad,Amsterdam,Carrier-X,2026-03-08,2026-03-13,2026-03-15,Delayed,Normal,69,Carrier delay,Road,Textiles,1859.82,7081,Storm,Cleared,Medium,57.0,Medium,CARRIER_DELAY
SHP-1168,Chennai,London,DHL,2026-05-30,2026-06-03,2026-06-03,Delivered,Normal,0,On schedule,Road,Food,989.0,4068,Clear,Cleared,Low,71.3,None,NONE
SHP-1169,Chennai,Sydney,UPS,2026-07-15,2026-07-19,2026-07-23,Exception,High,106,Damaged cargo,Road,Textiles,3666.53,6070,Extreme Heat,Cleared,Medium,62.3,High,DAMAGED_CARGO
SHP-1170,Ahmedabad,London,UPS,2026-01-09,2026-01-11,2026-01-11,Delivered,High,0,On schedule,Air,Food,3824.05,7056,Clear,Cleared,Low,60.9,None,NONE
SHP-1171,Chennai,Singapore,Carrier-X,2026-02-25,2026-03-06,2026-03-06,Delivered,Normal,0,On schedule,Sea,Electronics,3299.83,557,Clear,Cleared,Low,55.3,None,NONE
SHP-1172,Pune,Dubai,DHL,2026-03-15,2026-03-18,2026-03-20,Delayed,Low,55,Customs clearance,Road,Food,2626.68,4248,Clear,Pending,Low,63.3,High,CUSTOMS_DELAY
SHP-1173,Hyderabad,Toronto,Maersk,2026-04-06,2026-04-11,2026-04-11,Delivered,Critical,0,On schedule,Rail,Electronics,4951.26,4000,Clear,Cleared,Low,67.9,None,NONE
SHP-1174,Delhi,Dubai,DHL,2026-04-07,2026-04-09,2026-04-09,Delivered,Normal,0,On schedule,Rail,Automotive,3517.2,1654,Clear,Cleared,Low,76.5,None,NONE
SHP-1175,Pune,Toronto,UPS,2026-01-11,2026-01-17,2026-01-19,Delayed,Normal,70,Carrier delay,Air,Food,4497.57,9532,Clear,Cleared,Low,83.3,High,CARRIER_DELAY
SHP-1176,Bengaluru,Toronto,DHL,2026-02-06,2026-02-14,2026-02-17,Delayed,High,74,Carrier delay,Sea,Food,3388.4,9156,Fog,Cleared,Medium,69.3,High,DELIVERY_DELAY
SHP-1177,Bengaluru,Singapore,UPS,2026-01-26,2026-02-01,2026-02-02,Delayed,Normal,29,Weather disruption,Road,Electronics,3919.91,7681,Storm,Cleared,Medium,76.1,High,WEATHER_DISRUPTION
SHP-1178,Kolkata,Amsterdam,BlueDart,2026-06-24,2026-06-30,2026-06-30,Delivered,Normal,0,On schedule,Rail,Pharmaceuticals,3992.3,11983,Clear,Cleared,Low,58.2,None,NONE
SHP-1179,Hyderabad,London,BlueDart,2026-04-10,2026-04-12,2026-04-12,Delivered,Normal,0,On schedule,Sea,Machinery,4715.37,7586,Clear,Cleared,Low,70.5,None,NONE
SHP-1180,Hyderabad,Singapore,FedEx,2026-04-21,2026-04-24,2026-04-24,Delayed,Normal,15,Carrier delay,Air,Pharmaceuticals,2988.65,13152,Fog,Cleared,Medium,69.0,Low,MINOR_DELAY
SHP-1181,Pune,Dubai,Maersk,2026-07-19,2026-07-23,2026-07-24,Delayed,Low,41,Carrier delay,Rail,Automotive,1351.91,4697,Rain,Cleared,Medium,76.2,Medium,CARRIER_DELAY
SHP-1182,Delhi,London,BlueDart,2026-03-18,2026-03-24,2026-03-24,Delivered,Normal,0,On schedule,Road,Automotive,4721.67,12111,Clear,Cleared,Low,81.9,None,NONE
SHP-1183,Chennai,Sydney,DHL,2026-01-02,2026-01-10,2026-01-10,Delivered,Critical,0,On schedule,Sea,Textiles,4022.34,5699,Clear,Cleared,Low,73.9,None,NONE
SHP-1184,Pune,Paris,FedEx,2026-06-04,2026-06-11,2026-06-11,Delivered,Critical,0,On schedule,Road,Textiles,896.41,6824,Clear,Cleared,Low,96.7,None,NONE
SHP-1185,Hyderabad,Sydney,UPS,2026-04-07,2026-04-17,2026-04-18,Delayed,Normal,35,Customs clearance,Sea,Textiles,907.84,12876,Rain,Pending,High,78.7,Medium,CUSTOMS_DELAY
SHP-1186,Ahmedabad,Frankfurt,BlueDart,2026-06-27,2026-07-03,2026-07-05,Delayed,Low,58,Weather disruption,Road,Chemicals,1217.69,11091,Storm,Cleared,Medium,61.6,High,WEATHER_DISRUPTION
SHP-1187,Pune,Tokyo,DHL,2026-05-03,2026-05-08,2026-05-08,Delayed,Normal,15,Weather disruption,Rail,Food,3291.43,6116,Clear,Under Review,Low,62.2,Low,MINOR_DELAY
SHP-1188,Mumbai,Paris,Carrier-X,2026-03-26,2026-03-28,2026-03-28,Delivered,Critical,0,On schedule,Rail,Chemicals,502.05,3937,Clear,Cleared,Low,77.0,None,NONE
SHP-1189,Chennai,Sydney,Maersk,2026-07-17,2026-07-25,2026-07-26,Delayed,High,43,Mechanical issue,Rail,Automotive,4603.53,1706,Storm,Under Review,Medium,60.0,Medium,DELIVERY_DELAY
SHP-1190,Bengaluru,Toronto,Maersk,2026-07-20,2026-07-29,2026-07-29,Delivered,Normal,0,On schedule,Road,Automotive,497.14,12129,Clear,Cleared,Low,85.0,None,NONE
SHP-1191,Kolkata,Singapore,Maersk,2026-07-01,2026-07-06,2026-07-08,Delayed,Normal,49,Weather disruption,Air,Chemicals,2584.81,9342,Fog,Cleared,Low,61.9,Medium,WEATHER_DISRUPTION
SHP-1192,Pune,Sydney,FedEx,2026-02-17,2026-02-19,2026-02-19,Delayed,Normal,14,Carrier delay,Rail,Machinery,3526.63,3671,Extreme Heat,Under Review,Medium,67.0,Low,MINOR_DELAY
SHP-1193,Delhi,Paris,DHL,2026-03-25,2026-04-03,2026-04-03,Delivered,Normal,0,On schedule,Sea,Textiles,2643.3,10771,Clear,Cleared,Low,68.5,None,NONE
SHP-1194,Pune,Paris,BlueDart,2026-04-01,2026-04-04,2026-04-04,Delayed,High,23,Weather disruption,Air,Textiles,1200.48,2216,Storm,Cleared,Low,62.9,Medium,MINOR_DELAY
SHP-1195,Bengaluru,Amsterdam,BlueDart,2026-02-05,2026-02-14,2026-02-14,Delivered,Normal,0,On schedule,Rail,Food,3181.15,11661,Clear,Cleared,Low,94.5,None,NONE
SHP-1196,Bengaluru,Amsterdam,FedEx,2026-02-05,2026-02-14,2026-02-15,Delayed,Normal,47,Weather disruption,Rail,Textiles,691.31,13656,Storm,Cleared,Medium,71.5,Medium,WEATHER_DISRUPTION
SHP-1197,Ahmedabad,Tokyo,Carrier-X,2026-07-01,2026-07-04,2026-07-04,Delivered,High,0,On schedule,Rail,Automotive,2831.34,13339,Clear,Cleared,Low,87.7,None,NONE
SHP-1198,Hyderabad,Dubai,Maersk,2026-03-15,2026-03-24,2026-03-24,Delivered,Normal,0,On schedule,Sea,Food,2753.13,2154,Clear,Cleared,Low,79.6,None,NONE
SHP-1199,Hyderabad,Amsterdam,Maersk,2026-07-04,2026-07-12,2026-07-12,Delivered,Normal,0,On schedule,Air,Chemicals,521.06,13899,Clear,Cleared,Low,83.1,None,NONE
SHP-1200,Chennai,New York,DHL,2026-03-31,2026-04-03,2026-04-03,Delivered,High,0,On schedule,Rail,Textiles,3880.4,4182,Clear,Cleared,Low,64.0,None,NONE
SHP-1201,Kolkata,Paris,Carrier-X,2026-06-07,2026-06-12,2026-06-12,Delivered,Normal,0,On schedule,Rail,Pharmaceuticals,4029.15,9640,Clear,Cleared,Low,70.1,None,NONE
SHP-1202,Hyderabad,Paris,UPS,2026-06-30,2026-07-06,2026-07-06,Delayed,Normal,18,Weather disruption,Sea,Textiles,4336.57,2378,Clear,Cleared,Medium,85.2,Low,MINOR_DELAY
SHP-1203,Bengaluru,Frankfurt,FedEx,2026-03-05,2026-03-08,2026-03-11,Delayed,High,86,Carrier delay,Road,Chemicals,3171.8,14719,Extreme Heat,Under Review,High,88.1,High,DELIVERY_DELAY
SHP-1204,Pune,Amsterdam,Carrier-X,2026-04-05,2026-04-07,2026-04-07,Delivered,Normal,0,On schedule,Road,Machinery,4345.85,14179,Clear,Cleared,Low,86.5,None,NONE
SHP-1205,Ahmedabad,Toronto,DHL,2026-04-20,2026-04-27,2026-04-27,Delivered,High,0,On schedule,Rail,Pharmaceuticals,4143.43,5833,Clear,Cleared,Low,78.5,None,NONE
SHP-1206,Bengaluru,Paris,BlueDart,2026-07-15,2026-07-24,2026-07-24,Delivered,Low,0,On schedule,Road,Machinery,91.24,14351,Clear,Cleared,Low,61.8,None,NONE
SHP-1207,Ahmedabad,Dubai,BlueDart,2026-02-03,2026-02-09,2026-02-09,Delivered,High,0,On schedule,Sea,Machinery,475.77,6205,Clear,Cleared,Low,65.8,None,NONE
SHP-1208,Kolkata,London,DHL,2026-03-20,2026-03-22,2026-03-23,Delayed,High,39,Customs clearance,Rail,Machinery,1074.97,1576,Clear,Pending,High,60.7,Medium,CUSTOMS_DELAY
SHP-1209,Chennai,Amsterdam,Carrier-X,2026-01-03,2026-01-12,2026-01-14,Delayed,High,67,Customs clearance,Rail,Electronics,363.43,6576,Rain,Pending,High,58.8,High,CUSTOMS_DELAY
SHP-1210,Delhi,Singapore,Maersk,2026-02-05,2026-02-08,2026-02-10,Delayed,Normal,67,Customs clearance,Road,Textiles,2657.24,438,Rain,Pending,High,81.2,Medium,CUSTOMS_DELAY
SHP-1211,Bengaluru,Sydney,Maersk,2026-07-11,2026-07-20,2026-07-20,Delivered,Normal,0,On schedule,Sea,Machinery,4301.21,1720,Clear,Cleared,Low,93.6,None,NONE
SHP-1212,Bengaluru,Singapore,UPS,2026-04-20,2026-04-26,2026-04-26,Delivered,Normal,0,On schedule,Rail,Textiles,3226.66,4365,Clear,Cleared,Low,78.8,None,NONE
SHP-1213,Hyderabad,Dubai,Carrier-X,2026-05-13,2026-05-21,2026-05-21,Delivered,Normal,0,On schedule,Road,Pharmaceuticals,1484.75,1194,Clear,Cleared,Low,88.7,None,NONE
SHP-1214,Chennai,Sydney,BlueDart,2026-05-08,2026-05-10,2026-05-10,Delivered,Normal,0,On schedule,Air,Pharmaceuticals,4934.54,5485,Clear,Cleared,Low,60.7,None,NONE
SHP-1215,Pune,Toronto,UPS,2026-05-01,2026-05-06,2026-05-06,Delayed,Critical,13,Customs clearance,Sea,Chemicals,208.74,1290,Storm,Pending,Low,95.8,Medium,CUSTOMS_DELAY
SHP-1216,Pune,Amsterdam,Maersk,2026-06-29,2026-07-02,2026-07-02,Delayed,Normal,19,Weather disruption,Rail,Automotive,2561.41,3629,Storm,Under Review,Low,96.9,Low,MINOR_DELAY
SHP-1217,Bengaluru,Amsterdam,Maersk,2026-06-12,2026-06-17,2026-06-17,Delayed,High,22,Carrier delay,Rail,Food,440.2,7418,Clear,Under Review,Low,60.0,Medium,MINOR_DELAY
SHP-1218,Mumbai,New York,Carrier-X,2026-01-04,2026-01-08,2026-01-09,Delayed,High,44,Mechanical issue,Sea,Electronics,3751.38,14610,Storm,Under Review,Medium,66.6,High,DELIVERY_DELAY
SHP-1219,Delhi,Dubai,Maersk,2026-05-15,2026-05-19,2026-05-20,Delayed,Low,33,Mechanical issue,Rail,Textiles,1844.76,4479,Extreme Heat,Under Review,Medium,88.3,High,DELIVERY_DELAY
SHP-1220,Delhi,Frankfurt,Carrier-X,2026-08-08,2026-08-17,2026-08-17,Delivered,High,0,On schedule,Air,Electronics,1826.24,2758,Clear,Cleared,Low,62.7,None,NONE
SHP-1221,Mumbai,Amsterdam,Carrier-X,2026-03-24,2026-03-31,2026-04-02,Delayed,Normal,50,Carrier delay,Rail,Pharmaceuticals,605.81,11331,Fog,Cleared,Low,93.8,High,CARRIER_DELAY
SHP-1222,Bengaluru,Frankfurt,UPS,2026-01-18,2026-01-28,2026-01-30,Delayed,High,57,Weather disruption,Air,Automotive,2289.16,6344,Storm,Cleared,Medium,63.6,High,WEATHER_DISRUPTION
SHP-1223,Hyderabad,Paris,FedEx,2026-06-01,2026-06-09,2026-06-11,Exception,Critical,49,Missorted shipment,Rail,Textiles,129.31,9172,Clear,Cleared,Low,69.9,High,MISROUTED_SHIPMENT
SHP-1224,Mumbai,Toronto,DHL,2026-07-08,2026-07-18,2026-07-18,Delivered,High,0,On schedule,Rail,Chemicals,4915.75,7178,Clear,Cleared,Low,76.2,None,NONE
SHP-1225,Mumbai,London,Carrier-X,2026-01-12,2026-01-15,2026-01-18,Delayed,High,76,Carrier delay,Road,Electronics,2908.05,8580,Extreme Heat,Cleared,Medium,60.7,High,CARRIER_DELAY
SHP-1226,Pune,Singapore,UPS,2026-06-19,2026-06-25,2026-06-25,Delivered,Critical,0,On schedule,Air,Automotive,4256.06,13420,Clear,Cleared,Low,71.9,None,NONE
SHP-1227,Kolkata,Toronto,BlueDart,2026-01-20,2026-01-23,2026-01-23,Delivered,Critical,0,On schedule,Road,Pharmaceuticals,785.5,2993,Clear,Cleared,Low,74.3,None,NONE
SHP-1228,Kolkata,Tokyo,DHL,2026-02-23,2026-02-26,2026-02-26,Delivered,Normal,0,On schedule,Road,Chemicals,461.2,13531,Clear,Cleared,Low,84.5,None,NONE
SHP-1229,Mumbai,Frankfurt,Maersk,2026-07-02,2026-07-12,2026-07-12,Delivered,Normal,0,On schedule,Sea,Electronics,254.26,5196,Clear,Cleared,Low,66.2,None,NONE
SHP-1230,Bengaluru,Dubai,BlueDart,2026-07-11,2026-07-14,2026-07-14,Delivered,Normal,0,On schedule,Rail,Food,4021.44,2590,Clear,Cleared,Low,60.2,None,NONE
SHP-1231,Mumbai,Frankfurt,FedEx,2026-04-13,2026-04-18,2026-04-18,Delayed,Normal,22,Carrier delay,Sea,Chemicals,4513.46,7565,Clear,Cleared,Low,89.8,Medium,MINOR_DELAY
SHP-1232,Delhi,Toronto,DHL,2026-01-13,2026-01-20,2026-01-20,Delayed,Normal,14,Documentation issue,Air,Automotive,1081.43,3366,Rain,Under Review,Medium,66.8,Low,MINOR_DELAY
SHP-1233,Ahmedabad,London,DHL,2026-03-17,2026-03-25,2026-03-27,Delayed,Normal,71,Carrier delay,Sea,Machinery,694.81,3567,Storm,Cleared,Low,82.6,Medium,CARRIER_DELAY
SHP-1234,Chennai,Amsterdam,DHL,2026-07-02,2026-07-04,2026-07-04,Delayed,Normal,17,Documentation issue,Rail,Chemicals,1601.2,3888,Rain,Under Review,Medium,56.3,Medium,MINOR_DELAY
SHP-1235,Hyderabad,Dubai,BlueDart,2026-05-30,2026-06-05,2026-06-06,Exception,Critical,36,Damaged cargo,Road,Chemicals,2673.11,13263,Rain,Cleared,Low,94.4,High,DAMAGED_CARGO
SHP-1236,Mumbai,Frankfurt,UPS,2026-08-03,2026-08-08,2026-08-08,Delivered,Critical,0,On schedule,Rail,Textiles,2966.67,13508,Clear,Cleared,Low,86.7,None,NONE
SHP-1237,Kolkata,Paris,DHL,2026-05-25,2026-05-27,2026-05-30,Delayed,Normal,75,Port congestion,Road,Food,460.38,4111,Extreme Heat,Cleared,High,80.9,High,PORT_CONGESTION
SHP-1238,Mumbai,Amsterdam,BlueDart,2026-06-07,2026-06-11,2026-06-11,Delivered,Normal,0,On schedule,Air,Textiles,4594.72,14132,Clear,Cleared,Low,92.3,None,NONE
SHP-1239,Mumbai,Dubai,FedEx,2026-01-29,2026-02-01,2026-02-01,Delayed,High,12,Weather disruption,Sea,Chemicals,1689.44,5585,Fog,Cleared,Medium,60.9,High,WEATHER_DISRUPTION
SHP-1240,Bengaluru,Tokyo,Carrier-X,2026-03-23,2026-03-27,2026-03-31,Exception,Normal,112,Damaged cargo,Rail,Machinery,1898.14,12325,Rain,Cleared,Medium,84.6,High,DAMAGED_CARGO
SHP-1241,Bengaluru,London,Carrier-X,2026-05-27,2026-06-03,2026-06-07,Exception,Normal,96,Missorted shipment,Air,Machinery,4605.98,10316,Fog,Cleared,Low,64.5,High,MISROUTED_SHIPMENT
SHP-1242,Delhi,Sydney,FedEx,2026-01-20,2026-01-22,2026-01-23,Exception,Normal,45,Missorted shipment,Road,Machinery,1333.41,4388,Extreme Heat,Cleared,Medium,84.8,High,MISROUTED_SHIPMENT
SHP-1243,Kolkata,New York,DHL,2026-04-09,2026-04-13,2026-04-13,Delivered,Normal,0,On schedule,Air,Electronics,4423.91,8378,Clear,Cleared,Low,92.9,None,NONE
SHP-1244,Kolkata,Amsterdam,BlueDart,2026-05-03,2026-05-09,2026-05-09,Delayed,High,23,Carrier delay,Air,Chemicals,110.19,4578,Clear,Under Review,Low,95.9,Low,MINOR_DELAY
SHP-1245,Delhi,Toronto,FedEx,2026-07-07,2026-07-15,2026-07-15,Delayed,Low,23,Port congestion,Rail,Pharmaceuticals,4712.79,3003,Clear,Under Review,High,81.1,High,PORT_CONGESTION
SHP-1246,Pune,London,DHL,2026-02-22,2026-03-04,2026-03-04,Delivered,Critical,0,On schedule,Air,Textiles,3612.97,12259,Clear,Cleared,Low,78.2,None,NONE
SHP-1247,Hyderabad,New York,FedEx,2026-04-11,2026-04-19,2026-04-19,Delayed,Normal,17,Weather disruption,Air,Electronics,447.27,13798,Storm,Cleared,Medium,83.5,Medium,WEATHER_DISRUPTION
SHP-1248,Ahmedabad,Frankfurt,DHL,2026-02-13,2026-02-21,2026-02-24,Exception,Normal,84,Damaged cargo,Air,Pharmaceuticals,2360.01,14961,Storm,Cleared,Low,83.4,High,DAMAGED_CARGO
SHP-1249,Delhi,Amsterdam,BlueDart,2026-04-08,2026-04-14,2026-04-14,Delivered,Normal,0,On schedule,Sea,Textiles,2204.3,4615,Clear,Cleared,Low,64.7,None,NONE
SHP-1250,Hyderabad,Paris,DHL,2026-06-28,2026-07-05,2026-07-05,Delivered,High,0,On schedule,Sea,Chemicals,4042.82,7082,Clear,Cleared,Low,96.7,None,NONE
SHP-1251,Chennai,Amsterdam,DHL,2026-05-14,2026-05-22,2026-05-22,Delayed,Normal,17,Weather disruption,Rail,Chemicals,4514.86,12003,Clear,Under Review,Medium,56.5,Low,MINOR_DELAY
SHP-1252,Bengaluru,Singapore,BlueDart,2026-02-24,2026-03-04,2026-03-04,Delivered,High,0,On schedule,Sea,Pharmaceuticals,401.06,11492,Clear,Cleared,Low,73.7,None,NONE
SHP-1253,Bengaluru,Paris,Maersk,2026-07-26,2026-08-03,2026-08-03,Delivered,Low,0,On schedule,Road,Machinery,2764.75,14334,Clear,Cleared,Low,66.9,None,NONE
SHP-1254,Ahmedabad,Dubai,Carrier-X,2026-04-17,2026-04-24,2026-04-24,Delayed,Normal,20,Carrier delay,Rail,Electronics,4390.69,4627,Fog,Cleared,Medium,71.5,Low,MINOR_DELAY
SHP-1255,Ahmedabad,Paris,UPS,2026-02-14,2026-02-22,2026-02-22,Delivered,Normal,0,On schedule,Rail,Electronics,203.52,14874,Clear,Cleared,Low,92.8,None,NONE
SHP-1256,Chennai,Dubai,Carrier-X,2026-04-06,2026-04-09,2026-04-10,Delayed,Low,31,Customs clearance,Rail,Textiles,4862.76,4034,Extreme Heat,Pending,Medium,60.8,High,CUSTOMS_DELAY
SHP-1257,Ahmedabad,Toronto,Maersk,2026-06-15,2026-06-23,2026-06-23,Delivered,Low,0,On schedule,Rail,Food,3707.31,12743,Clear,Cleared,Low,77.2,None,NONE
SHP-1258,Kolkata,Dubai,UPS,2026-03-21,2026-03-31,2026-03-31,Delivered,High,0,On schedule,Sea,Electronics,4397.87,774,Clear,Cleared,Low,62.5,None,NONE
SHP-1259,Chennai,Dubai,FedEx,2026-01-13,2026-01-18,2026-01-20,Delayed,High,59,Mechanical issue,Air,Automotive,1868.61,10032,Clear,Under Review,Medium,74.2,High,DELIVERY_DELAY
SHP-1260,Ahmedabad,Paris,UPS,2026-02-11,2026-02-14,2026-02-14,Delivered,High,0,On schedule,Road,Textiles,1432.5,6633,Clear,Cleared,Low,57.1,None,NONE
SHP-1261,Chennai,Frankfurt,Carrier-X,2026-02-22,2026-02-24,2026-02-24,Delivered,Normal,0,On schedule,Sea,Machinery,4324.5,12875,Clear,Cleared,Low,84.3,None,NONE
SHP-1262,Ahmedabad,London,Carrier-X,2026-07-25,2026-07-31,2026-07-31,Delivered,Low,0,On schedule,Sea,Food,3566.58,11922,Clear,Cleared,Low,82.6,None,NONE
SHP-1263,Pune,Tokyo,Maersk,2026-02-25,2026-03-03,2026-03-06,Delayed,Normal,74,Documentation issue,Rail,Textiles,1499.39,2071,Fog,Cleared,High,75.7,Medium,DELIVERY_DELAY
SHP-1264,Kolkata,New York,Carrier-X,2026-03-12,2026-03-20,2026-03-22,Delayed,Normal,62,Carrier delay,Road,Chemicals,3306.05,11453,Fog,Cleared,Medium,61.0,Medium,DELIVERY_DELAY
